"prompt","completion"
"Don't be stupid. You know, I'm twice as irritated with you as you are with Sheryn. If you don't like her SHUT UP and LEAVE. Wikipedia is no place for mongrels like you. I do not care if you live in Chicago, the UK, or some place, but being totally foolish in Wikipedia is uncalled for. We don't need to know that you find Sheryn's voice sounding like Tuesday Vargas'. Unless you find a news article saying so, then go ahead.
I may agree with you regarding incorporating titles here in Wikipedia articles, but just so you know, this is Star Records idea and not her fans'. Don't sound as if you know EVERYTHING about Sheryn. In fact, you don't have any right to edit her article if you don't know her. Just because you see her on TV doesn't mean you know her. In the future, we will develop a more unbiased version of this article, do not worry. As long as QUIT MESSING AROUND WITH THIS VERSION. I am tired of watching behind you and cleaning your crap. Be educated while in Wikipedia's premises. ->"," obscene"
"somebody should shoot that stupid fuck madman 

madman is a stupid fuck who does not deserve to live ->"," threat"
"It as if you are shitting on an open grave of Maximillian because you couldn't bear the fact that he tried to help your pathetic ass. ->"," toxic"
"I think that there is some confusion in this article about the definition of what constituted treasure under the old Treasure Trove law. I believe the distinction was not between lost and deliberately deposited objects but hinged on whether there was an intent to recover (ie votive offerings or grave goods were deposited with no intention of recovery but hoards buried for safekeeping would have been intended for recovery). I do not have any reference to hand to confirm this but perhaps someone else could follow up and edit accordingly. ->"," none"
"What??!!! How dare you call me a bloody vandal! Just because I don't spend half my life on the internet doesn't mean I can't read and write, and as far as I know anyone can write on Wikipedia as long as its true, referenced and makes a better article. If I'm a vandal, then why the hell did the last guy who throws that word around a bit too easily say sorry after seeing that I wasn't a vandal? I get very cross when people say Yanks are closed-minded because some of my good mates are from the States, but you sir are a tired old cliche. If you think bears attacking people are a joke, then maybe that's cos I'm an Aussie and here we take animal attacks pretty seriously, like after the poor bugger Steve Irwin passed away. So have some bloody manners, for goodness sake! You just ruined my afternoon! ->"," toxic"
"dickhead dickhead, your a dickhead, you can take me to bed and show me your dickhead. dickhead dickhead, your a dickhead, so go and fuck yourself tonight ->"," toxic"
"wTF? first learn English, second go fuck elsewhere asshole. your post is here is pointless and totally irrelevant and since you come here with nonsense and shit, what's this IP? i'm millionaire in IP so what? you come here flame me in French so the English admins can't get it. je t'encule sale PD! tu crois quoi que j'ai qu'une seule IP sale con? j'ai plein de comptes ici et dans les autres wiki alors va te faire mettre sale facho de merde. bloquez-en une j'en créé cinq autres pauvre cave. je vais où je veux, je dis ce que je veux quand je veux et je t'encule pauvre type! ->"," obscene"
"You just revert my and a lot of peoples work, to improve wiki. So you're a motherfucker. How dare you block an user or users, just because he or she reverted your destructive activite. Shame on you.
Shitface Anna Frodesiak ->"," obscene"
"""

 hi ) 

  Fuck You Award As you wish.   "" ->"," obscene"
"stupid head 

YOur dumb and you are stupid die die die go suck a butt ->"," threat"
"why was i blocked, cock suckers? ->"," severe"
"200.68.127.154 wrote (21:56 - 22:04, 22 February 2006):

WHY YOU PROTECTED THAT PAGE?????

    FUCK YOU YOU ARE A FUCKING IDIOT YOU WROTE THAT STUPID COMMENT YOU KNOW NOTHING!!!!!!!!!!!!

        YOU CAN'T PROTECT THAT PAGE FOREVER THE U.S. AND ARGENTINA SUCKS

http://en.wikipedia.org/w/index.php?title=User_talk:Vsmith&oldid;=40766456

VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Talk:Huemul_Project&oldid;=40766701
VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Talk:Comisi%C3%B3n_Nacional_de_Energ%C3%ADa_At%C3%B3mica&oldid;=40766655
VSMITH AND ONEEUROPEANHEART AND PABLOFLORES ARE ALL FUKCING IDIOTS!!!!!!
http://en.wikipedia.org/w/index.php?title=Instituto_Balseiro&oldid;=40766799

etc. ->"," severe"
"Hello friends, Hank Chapot from California here. Why is there no information about the pollution legacy of this plant? I am researching  gas manufacturing plants in the US, and the pollution story is important. Think about including the legacy of ash, cinder and liquid wasste from huge furnaces. ->"," none"
"fIRST i LOVE TO EAT BALLS BIG HAIRY ONES ->"," toxic"
"""

 JetStreamer sad reality 

That guy is a gay, a homosexual, a passive one, very insecure in himself and he's a racist who hates Serbia and that's why he keeps deleting this article. I also heard he's got some Ukrainian uncestry which is hard to believe, given how stupid he is, Ukrainian people are not like that or closed minded. To top this beautiful cake, all while being gay, he is Roman Catholic LOL. I would like to ask the pope what he thinks of that. Maybe he would give him a few Durex or two. The retard is still using the outdated Mozilla, he thinks that he knows """"british english"""" while at the same time he consider himself a fan of aviation, in which he's obviously clueless... That is the sad picture of our JetStream user. Sorry paw, Wikipedia is not the platform to vent your frustrations and diseases, now fuck off from here once and for good."" ->"," identity"
"FFFFFFFFFFFFFFFUUUUUUUUUUUUUUUUUUUUUUUCCCCCCCCCCCCCKKKKKKKKKKKKKKKKKKK YOU YOU BASTARD ->"," severe"
"FUCK YOU DICK LICKS! 

You guys will never be free of Konob untill he is UN BLOCKED!!!! If he gets unblocked then the vandilism will stop!!! ->"," obscene"
"I AM GONNA CUT OFF ZHANZHAO'S FUCKING INDIAN-CHINESE BASTARD BALLS (CHECK OUT THE CONTENTS FOR PERSONAL INFORMATION RELEASED!) 

Zhanzhao is GAY!!! WAHAHAH ->"," threat"
"Get the hell off my page idiot! ->"," insult"
"faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot faggot f ->"," severe"
"Possibly the dumbest argument I have ever heard. Are all wikipedia users fags or just you? The Wikipedia is not a gameguide retardedness doesn't even apply here. It's not telling you how to unlock the armors, just what they are. Or should we delete the characters and stories too? THOSE ARE IN GAME GUIDES!!! Fucking moron. ->"," insult"
"Supergabbyshoe Shut The Fuck Up. ->"," toxic"
"SHUT yOUR bUTT 

Thats right, i siad it. I hate yuo and i wish yuo wood die. ->"," threat"
"You suck DUCK BUTT! 

YEAH!!! lol ->"," severe"
"LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT BEEN BANNED YET BITCH, GO VANDALISM LMAO WHAT WEAK THREATS, I HAVENT ->"," severe"
