"prompt","completion"
"IM GOING TO KILL YOU ALL!!!!!!!!!!!!!!!!!
I'm serious, you are all mean nasty idiots who deserve to die and I'm going to throw every single one of you in a shredder!!!!!!!!! ->"," threat"
"It's currently used on meta:List of Wikipedias by language group and the meta:Template:NUMBEROFGROUP template which sums up the data by language group. Your bot will also be extremely useful on: meta:List of Wikipedias by edits per article, meta:List of Wikipedias by sample of articles, meta:List of Wikipedias by speakers per article, and meta:List of Wikipedias by language family, where users have been begging for an automated solution for years. ->"," none"
"YOU'RE NOT AN ADMINISTRATOR, YOU ARE A FAGGOT N00B WANNABE ->"," toxic"
"""

  The LGBT Barnstar awarded because your sir/mam are a queer douche   -"" ->"," identity"
"_____________________________________________________________-

Fuck you you fucking piece of shit.  Ass fucking hole.  Are you ready for the noise 2 b brought on you??? r u??

  boss playa ->"," severe"
"fuck you. Are you happy that Jews like Madoff bankrupted your country?  Actually it is not a real country, just a 800lb pitbull for Israel.

Fuck you, you stupid American.  Go fight and die in a war for the Jews.  How many American Jews are serving in Iraq and Afghanistan, oh ya zero, they let you stupid goys die for them.

Fuck you, you retard. 

Go eat a bowl of jewish lies, you stupid fuck. Your life is poitnless. ->"," identity"
"Audi A4
Please stop editing, fuck you. (talk • contributions) ->"," toxic"
"Hey, you fascist swine, you're gonna get raped in the ass. Nice job being Jimbo's bitch, you pathetic piece of shit. ->"," threat"
"Oh boy.  Edits(that people don't like) are called vandelism.  Valid source are not 'decent' sources.  BS sources are valid sources(because they were provided by an editor, even if they proved nothing).  Telling the truth is telling a lie.  Calling someone what they have been proven to be is name calling and not the truth?  I think I am starting to get how things REALLY work around here. ->"," none"
"I actually have aspergers as well but ive learned not to be a pedantic little shit about it ->"," obscene"
"Oooh 

 Ooh, nice yacht. Why rename it from Ghislaine to Mona K though? Was Maxwell an idiot as well as a crook? ->"," toxic"
"""

 """"Nigger"""" was not exactly my choice of words 

If you bother to read the article on Mark Fuhrman, and you have an I.Q. at my level or higher, you might recognize that my reference to """"nigger-lover"""" was satirical and that it is well-documentated that Mr. Fuhrman is the one who, quite notably, used that racial epitaph so freely, and later lied about it later under oath and quite appropriately was stripped of his law enforcement duties forever. He deserves to have it rubbed in his nose and for the rest of you to reminded of that on a regular basis, lest he be whitewashed.  Pun inteneded.   "" ->"," identity"
"dick face 

go fuck your dick ->"," toxic"
"PIKACHU OPENED UP WIDE AND FILLED WITH SEMEN FROM A LARGE PHALLUS. 

HJ MITCHELL GETS TURNED ON BY PAGE MOVE LOGS. ->"," obscene"
"(could you fucking leave me alone bitch) ->"," obscene"
"Look, as I've already explained, THERE IS NO LIST. There's only a list of ALL Talk pages generated from the Deletion log. A small sample, once again:

 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 NawlinWiki  (g1)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 TheParanoidOne  (CSD A7: Non-notable person, group of people, band, club, company, or web content.)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 W.marsh  (Wikipedia:Articles for deletion/Dalaina)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:42 11/27 Betacommand  (speedy deletion under I7)
 18:41 11/27 Betacommand  (speedy deletion under I7)
 18:41 11/27 Betacommand  (speedy deletion under I7)
 18:41 11/27 Betacommand  (speedy deletion under I7)
 18:41 11/27 Betacommand  (speedy deletion under I7)
 18:41 11/27 Betacommand  (speedy deletion under I7)
 18:41 11/27 Betacommand  (speedy deletion under I7)

The way the orphaned talk pages are found is through the human eyeball  unless you want to write some sort of script that finds them. Go to it, it'll save a lot of trouble, but until then, this is how I'm doing it.

As for my errors, that's five or so out of  what?  1-2,000 that I've tagged. Considering that the error rate for the deleting admins  who should have been deleting the pages to begin with instead of relying upon people like me to sweep up after them  is closer to 1% to 5%, depending, perhaps your advice has higher priority targets.  | Talk ->"," none"
"RICK THE DICK CHECK OUT THE COMMONS PAGE YOU DUMB FUCK-I HAVE BEEN PUTTING SHIT GIRL EVERYWHERE
tootles ->"," obscene"
"fuck you, whores!!! I'LL FUCK YOU UP OLD-STYLE, MOTHERFUCKING TRANNYBANGERS CUNTS! ->"," severe"
"YOURE GONNA BE A DEAD FAGGOT 66.158.193.58 ->"," threat"
"dont use spaces, dumbass ->"," toxic"
"you are a fucking bawbag.

get a real job you bumder and stop moaning to wikipedia you sack of spunk.

im going to come to your house and rape your children. ->"," threat"
"ONOREM IS STILL A FAUGOTT ->"," obscene"
"hey this guy is awesome, i couldnt care less about this stupid war, but you let him get away with saying nigger, thats funny as hell ->"," obscene"
""" 
It's interesting to note the same 1694 publication calls it """"Spitsberg"""", with a normal s. Again, you're wrong. Shut the fuck up.   "" ->"," severe"
""":It's also a very roundabout and WP:WEASEL way of doing things.  If he's gay, there should be a good reference that says so.  And yes, I can read that sentence another way - he may have turned down the offer on those grounds, but those grounds may or may not apply to him.  This article has been falling in to the same trap that Jodie Foster has - until and unless there's a reference where Quest says """"I'm gay"""", by policy we're not supposed to label him as gay.   (talk / contribs) 

"" ->"," none"
"FUCK YOU 

YOU ARE THE BIGGEST PIG ON THE PLANET.

DIE IN HELL ASSHOLE! ->"," threat"
"You stupid dumb FU*K MY great great great great grandfather was Mani Singh the greatest of Sikh matrys. Its scum like you that needs to be executed. You deserve excution - you stupid dumb fu*k everyone in my family over 500 members are Baptized Khalsa SIKHS. We have been Khalsa Sikhs for over 400 years you dumb fu*ker. Because you have insulted me and broken the teachings of the Guru Granth Sahib you deserve death -you dumb fu*ker. ->"," threat"
"Fuck you 

Fuck you ->"," severe"
"I suggest you to watch your back, BECAUSE I WILL SMASH YOU INTO FKING PIECES ->"," threat"
"""

 JetStreamer sad reality 

That guy is a gay, a homosexual, a passive one, very insecure in himself and he's a racist who hates Serbia and that's why he keeps deleting this article. I also heard he's got some Ukrainian uncestry which is hard to believe, given how stupid he is, Ukrainian people are not like that or closed minded. To top this beautiful cake, all while being gay, he is Roman Catholic LOL. I would like to ask the pope what he thinks of that. Maybe he would give him a few Durex or two. The retard is still using the outdated Mozilla, he thinks that he knows """"british english"""" while at the same time he consider himself a fan of aviation, in which he's obviously clueless... That is the sad picture of our JetStream user. Sorry paw, Wikipedia is not the platform to vent your frustrations and diseases, now fuck off from here once and for good."" ->"," identity"
